connecting_id,postId,replyMess,postcount,author,member group,dateTime,threadDetails,pos,neg,neu,compound,textblob_sentiment
607114,607341,"For pregnancy, the most important thing is that you're undetectable.  Transmission of the virus to the baby happens pretty much either at the time of conception or the time of delivery.  Being undetectable at the time of delivery almost completely eliminates the chances of transmitting the virus to your baby.  In my research, I was unable to find a case where a woman had transmitted HIV to her fetus where she was undetectable both at the time of conception and at the delivery.  In case where the woman was not undetectable at the time of conception, well under 1% of those women ended up giving HIV to their babies.I'm not sure about the cd4s.  My doc didn't mention anything about it back when I conceived my first in 2010 or when we tried again for #2 this year.  My impression is that the main thing is being undetectable.As for protecting your HIV- hubby, this is not something I had to deal with because my hubby is also poz.  If you want to eliminate the risk of him getting it 100%, you might try some form of artificial insemination (i.e. ""turkey baster"" method).  It's expensive if you go through the doctor's office, but I believe it's easy enough to do at home.  I know some couples just try naturally because the risks of transmission to the male partner are extremely low, esp if you're undetectable, but that would have to be something you both are on board with because the risk is definitely not zero.",Posts: 201,Sweet_C,member," October 04, 2013, 12:26:37 pm »",« Reply #1 ,0.07,0.043,0.886,0.6134,0.030555555555555558
607114,607354,"Thank u so much for your advice, how was your pregnancy? I already have 2 daughters but they are much older so all this is completely new to me. my cd4 is on the low side so having a baby now is out of the question but my viral load is undetectable. would it be ok to add u to my buddy list for the future for advice. x",Posts: 10,Michelle25,member," October 04, 2013, 03:19:32 pm »",« Reply #2 ,0.068,0.039,0.893,0.2263,0.16717171717171717
607114,608364,"As the other poster mentioned in terms of protecting you neg hubby, I'm actually in the opposite boat, I'm negative and my SO is positive. He originally came into the relationship with the idea that our only option was IUI or IVF, but from my research and talking with my doctor, it's not necessary, transmission female to male is lower than male to female and even we got the go ahead that putting me on PrEP and us TTC naturally would be no issue when the time comes so long as his VL is undetectable.  I would suggest just talking with your doctor, but know that TTC naturally shouldn't be an issue so long as your VL is undetectable.",Posts: 8,kntrymama,member," October 13, 2013, 10:55:29 am »",« Reply #3 ,0.022,0.064,0.914,-0.6325,0.017329545454545455
607114,608973,"We had a doc speak at our support group the other day and he said that you could use a turkey baster. Did not sound like fun, but I guess it works.Good luck!","Posts: 1,429",Snowangel,member," October 18, 2013, 05:44:46 pm »",« Reply #4 ,0.173,0.096,0.731,0.577,0.016666666666666663
607114,609148,"Michelle, sorry it took me so long to get back to you but my pregnancy with dd was a breeze and the labor and delivery were uncomplicated.  My doctors had no experience with dealing with HIV+ moms but my ID doc assured me it was no different than any other pregnancy other than the intravenous AZT during labor and delivery.  I'm now 8 weeks pregnant with #2. Good luck!",Posts: 201,Sweet_C,member," October 20, 2013, 02:31:26 pm »",« Reply #5 ,0.144,0.085,0.771,0.7678,0.05104166666666666
607114,614251,This really info really helps because I was going to ask a similar question.My doc told me that since im undetectable that I can try for a baby if I want and my cd4 was at 349 then now  at its @550. No matter what  I was told that on the safe side I would have a c-section to help prevent the baby from geting it even with me undetectable.I really want a baby I don't have any and I can't see myself using a turkey baser to get pregnant.Good luck Michelle,Posts: 17,mskandy01,member," November 29, 2013, 11:17:20 am »",« Reply #6 ,0.184,0.025,0.791,0.8849,0.22000000000000003
607114,615073,"mskandy, you might want to confirm your doc has the most up-to-date info when it comes to c-sections versus natural delivery.  It was originally thought that c-sections were automatically safer, but recently studies have shown that there is no benefit to having a c-section when the mom is undetectable, all other things being equal.  In fact, women with a viral load of up to 1000 copies per ml are able to safely deliver vaginally.  ",Posts: 201,Sweet_C,member," December 05, 2013, 09:34:23 pm »",« Reply #7 ,0.16,0.034,0.806,0.8519,0.23125
607114,615259,"Hi thereI was neither undetectable at conception or delivery (almost got there but not quite see my numbers below!) Cd4 count drops during pregnancy anyway, well it certainly did for me before the meds kick in.Follow all medical advice and your baby will be fine :-) enjoy!",Posts: 314,TabooPrincess,member," December 07, 2013, 04:19:56 am »",« Reply #8 ,0.273,0.0,0.727,0.9411,0.3261904761904762
159818,159818,"For one thing, I am glad that this forum exists. I am afraid to tell anyone that I am Poz. I know 4 other people who is positive but I refuse to tell anyone. I don't want the pity look that I know I will receive. I don't want everyone constantly calling me because they think that I will soon die. I Know this will happen because 7 yrs ago I had colon cancer and I barely could get through a week without a friend calling me crying over the phone. My house is a hub for all children and I don't want it to be any different because I have a grandchild living with me and children in group homes that are constantly here and I don't want them affected because of me. I do wish for a positive friend just to talk to. So I am very happy this forum exists although I don't have a lot of time to get on the computer. Is anyone going through the same thing or is everyone talking?Please don't get me wrong, I appreciate what everyone has done for me. I just don't think I could go through all the sadness again without heading straight into depression since I'm not too far from it now. I need upbeat positive people that will keep me going.",Posts: 4,Pam,member," June 03, 2007, 09:03:37 pm »",«  ,0.14,0.169,0.691,-0.727,0.05922459893048127
159818,159866,"Pam~~First, let me say WELCOME to the Forums. It is a good place to chat with people who shares the same virus and to give support when needed. I can understand you not wanting to disclose. But are you a foster parent? You said your house is a hub for children. I am wondering that if this is the case, wouldn't you have to disclose to the agency that is placing the children with you? Also, how long have you been poz? If you don't mind me asking..Personally, I have had bad experiences with disclosing which now makes it hard for me to be honest. My family knows and a few friends. But please don't go by my experiences. Plenty of people here have had no problems with disclosure. In the end, it is your decision to make. Wishing you the best...","Posts: 6,031",Queen Tokelove,member," June 03, 2007, 11:38:29 pm »",« Reply #1 ,0.141,0.08,0.779,0.8179,0.2064814814814815
159818,159869,"Hi Pam,I understand how you feel.  I've only disclosed to my parents, brothers, and husband.  My in-laws don't even know.  My closest girlfriends don't know.  When I first found out (Dec. 2005), I thought I wanted to tell my friends, but after some time, I realized that I truly didn't.  I don't anyone around worrying constantly about me.  That affects me and I am a very strong believer of body-mind connection.  This forum has been God sent.  I'm glad you have joined us and I think, over time too, you will feel a lot better, knowing that you have a place to talk.",Posts: 111,catwoman,member," June 03, 2007, 11:53:21 pm »",« Reply #2 ,0.219,0.0,0.781,0.9746,0.3022222222222222
159818,159991,"Hi Queen Akasha and CatwomanI've been positive since 1997. I am not a foster parent but since my neice and nephew are in Dss care, they will allow me to keep them most anytime I want up to 72 hours. All neices and nephews have lived here at one time or another. All grands stay for a period of time. The neighbors children are also welcomed anytime. All family gatherings are also here. I am also a strong person and prefer no pity party.                                 SMILE",Posts: 4,Pam,member," June 04, 2007, 01:49:31 pm »",« Reply #3 ,0.26,0.056,0.684,0.9669,0.3021212121212121
159818,160024,"Hi Pam,Disclosure is a very personal thing. If you do it, when you it, should be on your terms. For many years, only my husband knew. Then I disclosed to my Mom and brother, then last year to a few close friends. I am glad you found us. Your home sounds lovely and welcoming.Christine","Posts: 1,069",Christine,member," June 04, 2007, 05:39:37 pm »",« Reply #4 ,0.174,0.0,0.826,0.872,0.18571428571428572
159818,160061,"Quote from: Pam on June 04, 2007, 01:49:31 pmHi Queen Akasha and CatwomanI've been positive since 1997. I am not a foster parent but since my neice and nephew are in Dss care, they will allow me to keep them most anytime I want up to 72 hours. All neices and nephews have lived here at one time or another. All grands stay for a period of time. The neighbors children are also welcomed anytime. All family gatherings are also here. I am also a strong person and prefer no pity party.                                 SMILE Oh ok, I understand now, thanks for clearing that up for me. Basically your home is the spot for family events. You must be working on getting custody of the niece and nephew, I hope it works out for you. I see you have been poz for as long as I have. Are you seeing a doctor? Forgive me, I guess I am being like a mother hen. Keep us posted on what you decide to do...","Posts: 6,031",Queen Tokelove,member," June 04, 2007, 08:05:25 pm »",« Reply #5 ,0.225,0.03,0.745,0.9891,0.27007575757575764
159818,164499,"Welcome, you sound like a wonderful foundation for your family.    I agree with the other ladies that disclosure is really such a personal thing.  So even if you choose never to reveal your status to family or friends you have this wonder place.  ",Posts: 578,camille07,member," June 19, 2007, 08:54:35 pm »",« Reply #6 ,0.297,0.0,0.703,0.93,0.3458333333333334
159818,167230,"Even after 17 yrs, most of my friends, and some family members dont know my status. There is such a stigma still attatched to having this, its sad, really. Im less worried abut pity, and more worried about jobs, and the way people may treat my son. You tell who you want, and in your own time. :}",Posts: 8,Fky,member," June 28, 2007, 08:39:35 pm »",« Reply #7 ,0.152,0.136,0.712,0.27,0.16666666666666666
159818,593627,"I am 27 and was diagnosed 5/31/13. Worst part was, I left the Doc office with them telling me I had all tests come back negative. 36 hours later my Doctor called me back, ""Oops, looks like we didn't have all the tests back at that time and you are positive for HIV"". Needless to say, that was the worst night of my life. I told my family and boyfriend right away, but have not told any friends. I don't think I ever will... but it would be nice to have an open conversation about what I'm going through with another poz woman. I have looked into a few support groups and am looking to go, just need a little courage...",Posts: 3,poz13mn,member," June 29, 2013, 06:41:01 pm »",« Reply #8 ,0.09,0.086,0.825,0.1328,-0.1383008658008658
159818,614252,"Well I can say when I found out I told my family which was the worse thing i could ever do. They started treating me differently. However that was Jun 2009 and i waa undetectable. Now im  really undetectable with less then 40 copies and cd4 of 550.Last yr is when I ended up telling my friends I wish i would have told them before but I was way too scared. My friends are my support team and backbone.As for a relationship I told my ex a few mos back and i just told my current boyfriend 2mos ago and we've been together for almost 2yrs and he took it better then i thought also.#1 thing take your time when it comes to telling someone you need a support team only.#2 if your not ready to be serious with this person you dont have to tell him yet only the one you want to give your heart too.#3 make sure your happy, content, ready to let anybody know about your special treat that you have lolTake Care",Posts: 17,mskandy01,member," November 29, 2013, 11:32:38 am »",« Reply #9 ,0.209,0.064,0.727,0.983,0.09047619047619047
159818,614309,"poz13mn and mskandy01, why don't you two introduce yourselves to us in other threads, as this one is over 6 years old. ","Posts: 10,786",BT65,Global Moderator," November 30, 2013, 03:42:26 am »",« Reply #10 ,0.0,0.0,1.0,0.0,-0.012499999999999997
608954,608954,"I was looking through my old posts and see that I haven't been on here in 2 years, smh.  It just seems like time has flown by and I didn't notice or I tried not to notice it.  I use to come on here b/c even though I didn't have any friends to discuss how I was feeling or my status with at least I had the ladies here as women I could confide in.  Since my last check in I had another baby.  So that makes a total of 5 since being positive.  All my children are healthy which is great but as I approach my 22 year of living with my status I'm feeling kind of down.  It is wonderful that I am here and that I have been blessed with a gang of children but I feel like I've wasted my time otherwise.  I've been with a man who acts like my status doesn't exist and who is more a roommate than anything else.  I just feel like we're together for the kids at this point but pretty soon they're going to be gone and then what, idkAnywho, this post doesn't really make any sense I just needed to get it out of my head.  I hope all is well w/everyone and anyone that is still here from before  ",Posts: 92,Blessed1974,member," October 18, 2013, 01:44:12 pm »",«  ,0.183,0.033,0.784,0.9869,0.2515512265512266
608954,608959,"Hey Blessed,Congratulations on your new baby!Your post made total sense to me, sometimes it is better to let it out on the table so you can acknowledge that you do have those feelings.  Hope you have a good weekend!Snow","Posts: 1,429",Snowangel,member," October 18, 2013, 03:44:54 pm »",« Reply #1 ,0.21,0.0,0.79,0.8513,0.3340909090909091
608954,608976,"Hey Blessed,I was here before, but can't really remember what your story was (sorry).  Anyway, congrats on the newest addition!  I totally understand you feeling you're staying together with the man because of the kids.  I think there are many relationships based on convenience.Now, you say he acts like your status doesn't exist.  Is it because you're so healthy there's really no sign of anything physically going wrong?  Because where I work my co-workers act like I'm not positive, and I have been for a long time.  Sometimes I want to shout to them ""Hey!  I'm positive also,"" (I work at an ASO).  And then I am grateful that I'm not ill.  I just found out today that one of my clients passed away a couple weeks ago.  Last time I saw her I could see the bones in her face, they were very pronounced.  And she had told me she was quitting her meds.  So, that made me sad.  Anyway, welcome back and I hope you visit us more often!Betty","Posts: 10,786",BT65,Global Moderator," October 18, 2013, 05:50:52 pm »",« Reply #2 ,0.177,0.097,0.726,0.9417,0.07089646464646465
608954,609072,"Hey Snow and Betty Its always good to know that I'm not as crazy as I feel, lol.  Thanks on the congrats.  My new lil guy will be a year and a half next month.No Betty when I say he acts like my status doesn't exist its not because I'm healthy its because he's nuts.  My oldest moved out to go to college and I told her because I hadn't told any of my then 5 children my status.  He went nuts!!!  He said I didn't have any right to tell her because of how it would make him look.  If I have to pick up medications he insists he stay in the car.  I guess as I approach another year of being healthy I kind of feel like I want to be happy too...",Posts: 92,Blessed1974,member," October 19, 2013, 07:09:49 pm »",« Reply #3 ,0.174,0.064,0.762,0.9413,0.3526644796176046
608954,609108,"Blessed, you've been with this guy for 22 years, and he's worried about how you're being positive will make ""him look?""  Wow.  Even if you haven't been with him that long, he needs to get a clue.  It's not about him.  My daughter has known about me almost since testing positive.  I told her once she was old enough to understand.  So, the fact that you've told one of your children, I think, is a good idea.  I honestly would re-assess the relationship with this man.  If he can't be even as supportive as going in with you to pick up your meds, he's obviously just worried about himself, with no concern for you or your feelings.  Sorry if I'm ranting, but I'm sick of men who think they're better and more worthy than their partners.  You do need to be happy.  That may mean making the decision to end the relationship; or it may not.  But, think of yourself first and don't worry about this man (he's obviously not worried about you).  Keep strong!  You're obviously very strong if you can raise 5 children.  Just know that you deserve all the happiness life can offer.  Whatever you decide, please be true to yourself.Betty","Posts: 10,786",BT65,Global Moderator," October 20, 2013, 06:33:14 am »",« Reply #4 ,0.216,0.055,0.73,0.9911,0.23548230754752492
608954,609160,Thanks Betty I'm trying yo be true to myself or at least taking steps to work on me.  I've recently started school as a Pharmacy Tech and should be done in February.  We've been together for 12 years.  I'm just trying yo make sure I'll be able yo take care of the 4 children I have left at home before making any drastic changes...,Posts: 92,Blessed1974,member," October 20, 2013, 05:08:41 pm »",« Reply #5 ,0.164,0.0,0.836,0.8807,0.17857142857142858
608954,609282,"Blessed, are you hooked up with an ASO?  Because the case workers there should be able to get you in touch with community assistance programs to help you with your kids.  There are many different ones and of course probably vary from community to community.  But I would definitely check it out.  ","Posts: 10,786",BT65,Global Moderator," October 21, 2013, 05:40:10 pm »",« Reply #6 ,0.141,0.0,0.859,0.7814,0.25
608954,609453,"Betty, there are no ASO's in my area.  We live in the middle of nowhere b/c he works for government making ammunition and it requires isolation.  We talked last night and mutually decided to stick with it until I finish school.  His biggest concern was child support and not being able to keep our sons.  What could I say to that?  Anyway, after all this time 5 months is a drop in the bucket and at least that will be during the kids spring break at school so it won't be that much of an upset in their school schedules.",Posts: 92,Blessed1974,member," October 23, 2013, 01:22:44 pm »",« Reply #7 ,0.026,0.093,0.881,-0.7096,0.0893939393939394
608954,609512,"Is there an ASO that you can drive to?  Even if it's like an hour drive, they can really hook you up with resources in your community.  I understand needing to stay together while you're in school, but if you do decide to end the relationship, I would go to the nearest town to find the ASO, or public assistance office.  ","Posts: 10,786",BT65,Global Moderator," October 23, 2013, 07:05:01 pm »",« Reply #8 ,0.029,0.0,0.971,0.1901,0.1
607243,607243," hey         for those who read my other posts today i tried all my best for the father of my unborn child to take me back....but nooo just because his HIV Negative he thinks can do whatever he wants,how come i have been sleeping with him without a condom and his fine..is it because his circumcised??? ....im only 22 and very depressed  ....are there any safe dating sites for positive people?i feel sorry for my baby that il be bringing her in this painful worldsad Aprille",Posts: 16,Aprille,member," October 03, 2013, 04:47:08 pm »",«  ,0.108,0.131,0.76,-0.3022,0.03358585858585858
607243,607248,"Aprille I'm sorry you are going through this at such a young age, but believe me if he takes you back simply because you are pregnant then you are better off without him.If I were you I would concentrate on your and your unborn baby and forget about any relationship right now, once the baby is born and you have settled down then maybe it will be time to look for that special relationship.You will find love again but you just have to be patient...remember you and your baby come first.ArohaJan","Posts: 6,185",anniebc,member," October 03, 2013, 05:07:47 pm »",« Reply #1 ,0.132,0.035,0.832,0.9136,0.12914862914862912
607243,607508,thank you very much for that...  ,Posts: 16,Aprille,member," October 05, 2013, 04:45:42 pm »",« Reply #2 ,0.333,0.0,0.667,0.3612,0.26
571571,571571,"Hi ladies,I have a pressing matter.I have been chatting to this supposedly army man for a bour a week now.I live in England while he was stationed in Afaghanistan until a few hours ago when he said he and his troopes have to go some where else.his been talking alot about Nigeria.Iam aware of all the scums that go on but he seems like a good christian man.We chatted for a long time last night but before that he mentioned that they (troops) have to leave fof Migeria in about for hours at that time(around 1 oclock british time)This morning at 8:30(he im  me that hr is in Nigeria but he forgot to pack anything in form of toiletries and apparently they are not allowed to have money on them in the army in case they use it wronglyI want to help him one off, but iam scared it could be some one else maybe a nigerian posing as a army manAlso he sent me detail of in nigerian names to send money in because apparently  he doesnt have an Id.Anyone with american army experience pls help. Or otherwiseIf he is who he is I dont mind helping him one off but iam scared to be scummedThanks for your help in advance",Posts: 23,Jessy,member," January 14, 2013, 05:59:27 am »",«  ,0.093,0.051,0.857,0.8526,0.08512396694214876
571571,571574,"Jessy, yes, that's a scam - and this ""(fake) soldier ending up in Nigeria and needing your money"" scam seems to be a pretty common one (see below). Don't send him any money - unless you have money you feel like throwing away. Check this blog out - and make sure you read the comments section. One post in particular tells you how to determine if this guy is actually in the US army. http://mywingmandiana.military.com/6072/duped-fake-soldier/QuoteI'm a US Army veteran of over 26 years. 19 of those years were spent overseas in Europe, Okinawa, and Vietnam...there is practically no way a bonafide service member would be asking civilians for money. All branches of the servics offer monetary assistance to all members when needed for an emergency. If you run into this situation, ask the service member what unit he belongs to, and contact his commander to verify his existance. You can probable verify units by using http://www.military.com. Please don't let the bad apples spoil your relationships with soldiers, sailors, marines, & airman that really need your support.If I were you, I'd not have anything more to do with him and I'd block him on my IM service and any other means of communication you two have been using. Report him to the website that brought you together if you can.Are you hiv positive? I'm asking because this is a forum for women living with hiv. If you are, why don't you tell us a little bit about yourself? (like how you're doing hiv-wise, not necessarily personal details) AnnPS - some of the posts in the comment section on that blog have replies, but you need to click on the ""1 reply"" or ""3 replies"" link next to the brown reply button below the post in order to see them. Some of the more recent ones have additional information as how to report these scammers. Although the original blog post was posted a little over a year ago, some of the comments are quite recent - from the past month or so. This means it's an on-going scam. ","Posts: 28,134",Ann,Administrator," January 14, 2013, 06:43:31 am »",« Reply #1 ,0.047,0.043,0.909,-0.3149,0.016769972451790637
571571,571586,Hi AnnThanks for the prompt reply...Yes Iam hiv pos and well on meds.I have two children both negative.I have was in a pos -neg relationship for 1yr but the guy didnt seem to want to make up his mind about my status.basically he pretended that he was very scared of getting infected but was jappy to have uprotected sex(wrong i know)This amry man I met on Poz personals and his still on...he contacted menot the other way round.Is there any way I can prove who he is?He didnt ask for money but he told me his lil goings on so I felf kinda guilty that I was chatting to him and he didnt get time to fully packApparently his pos tooHe has told me all the batallions and that his a captI really can believe that scammers can pose as war hers Initially he seemed unsure of me so he said he wanted my number to clarify who i was,Posts: 23,Jessy,member," January 14, 2013, 08:10:39 am »",« Reply #2 ,0.018,0.127,0.855,-0.9658,-0.045
571571,571610,"Jessy, DON'T give him your number!!!If he were truly hiv positive and in the army, he would NOT be deployed on active duty overseas. We've had several guys here who had to go home to desk jobs if they wanted to stay in the army after an hiv diagnosis. You can only be poz in the army if you're diagnosed while serving in the army. You can't enlist if you're already poz. He's scamming you. (Did you read the blog post I linked you to above?)Once you've posted one more time, I can help you get this reported to the appropriate person at POZ personals (different department to mine). I can contact you via the Personal Message function, which you cannot access until you've posted here on the public three times.Welcome to the forums! Ann","Posts: 28,134",Ann,Administrator," January 14, 2013, 10:21:40 am »",« Reply #3 ,0.094,0.0,0.906,0.9236,0.12154882154882156
571571,571613,"HiHe really didnt ask for money...he told me that he had forgotten his personal stuff so naturally i thought maybe i cld offer to help.I would hate to get him deleted if his who he says he is.He was really ok with checking him out.sadly I already gave him my number and he called me one but the accent didnt sound heavly American of which i questioned,his reply was cos he has moved around alot.He mentioned that he doesnt shoot guns on reserve or some thing...his served since he was 22yrs....coming to 15yrs of service.I really like him...I was just wondering if he is fake scam or not?I checked oit his Ip address which wasnt fruitful,his email location is sunnyvale CA.All he said was ""go and verify me and come back once you have found the truth""he seemed really hurt.Please dont get him deleted if his not fake.Ann do they check such cases out to be sure before they take any action ?",Posts: 23,Jessy,member," January 14, 2013, 10:42:22 am »",« Reply #4 ,0.069,0.077,0.854,-0.5057,0.0642857142857143
571571,571616,"Jessy, there aren't any US troops currently deployed in Nigeria. US troops who are hiv positive ARE NOT DEPLOYED OVERSEAS regardless of their capacity. US troops have access to money when they need it.US troops on active duty on foreign deployments have to be ready to redeploy at a moment's notice, at all times. There's no way he ""didn't have time to pack"". HE IS SCAMMING YOU. That's the way some of these guys operate - they suck you in slowly and try to make you feel guilty if you question their veracity or intentions. If you continue to play along with him, he'll eventually hit you up for the big money. Yes, any reports of scammers are thoroughly checked out before action is taken. It's as plain as the nose on your face - HE IS SCAMMING YOU. Get out now before you regret it. ","Posts: 28,134",Ann,Administrator," January 14, 2013, 11:04:42 am »",« Reply #5 ,0.088,0.067,0.845,0.4939,-0.07453463203463204
571571,571629,"Hi Ann,Thanks alot for your responses.The persons account is bioman12 on poz personalsI would really be interested to know what comes out of the investigation.please can some one let me know the out come.For now no penny has crossed hands.Thanks again",Posts: 23,Jessy,member," January 14, 2013, 01:19:25 pm »",« Reply #6 ,0.067,0.05,0.883,0.197,0.25
571571,572082,"Jessy,I live in the USA.  Everything that Ann told you is true, they also have ID.  No American Army personnel would ""forget"" anything when they pack, including and especially their ID.  If for some reason they did forget it's very doubtful that they would ask a stranger for money.The person may not have asked for money out right, but they were asking in a round-about-way.  Unfortunately most people would have just sent the money in and not questioned it.  Luckily enough you had the sense to at least question it.Welcome to our forums.Michelle ",Posts: 379,klassykitty,member," January 16, 2013, 10:49:25 pm »",« Reply #7 ,0.034,0.117,0.849,-0.8023,-0.0031024531024531066
571571,572191,Thanks MichelleSome thing wasnt quite right so I chose to ask and am glad I did. The scum made me pray for him on chat...! Can you imagine? but thats as far as I went.His profile has sense disappeared from poz.Thanks all to the good work you put into this.Jessy,Posts: 23,Jessy,member," January 17, 2013, 04:00:55 pm »",« Reply #8 ,0.18,0.043,0.776,0.75,0.2351190476190476
571571,572298,"Jessy, sorry for the late reply. The person over at poz personals who looked into him said that he's tried it on with a few people (both men and women). He's gone (banned) now. I'm glad you came to us before you got in any deeper. Chalk it up to a learning experience and put it behind you. Hope to hear more from you soon. Ann","Posts: 28,134",Ann,Administrator," January 18, 2013, 10:13:27 am »",« Reply #9 ,0.087,0.019,0.894,0.6808,-0.06666666666666667
571571,572345,Thanks Ann,Posts: 23,Jessy,member," January 18, 2013, 04:16:08 pm »",« Reply #10 ,0.744,0.0,0.256,0.4404,0.2
571571,607165,"New to this site and realise that this post is old but i want u to know that u are being scammed. i am married to a Nigerian (who is not like that  ) and its common enough for nigerians (but any walk of life can do it) im sure he has family that can help. why talk panadol for someone elses headache. if u send money once u will send it again, take the money and treat urself xxxxxxx",Posts: 10,Michelle25,member," October 03, 2013, 02:47:38 am »",« Reply #11 ,0.142,0.033,0.825,0.8332,0.11439393939393938
597102,597102,"This morning I went from being happily pregnant for the first time, I'm 46(F), to finding out within two minutes that my baby's heart had stopped beating and that I am HIV+. I've been married for 6 years and with my husband only for 8 years. I've not had any sexual encounters with anyone but my husband for the last 8 years. My husband, 43(M) is bisexual, so am I, but we are both aware he had some risky sexual encounters before we met, but he had been tested at that time and was negative. I am devastated, not only because I haven't miscarried my poor baby yet, but I can't seem to process this HIV news. My OBGYN was very cold and clinical, and wanted me out of her office ASAP. I don't really know where to turn yet, my entire life has just come crashing down around me. I guess I'm just looking for other people who've gone through a similar situation, at least the HIV part. Just a little encouragement or kindness is so desperately needed right now. My husband is being tested immediately, as we feel like it had to be him, but we still aren't sure how this happened. Sorry for the wall of text. ",Posts: 18,Brokenbuthere,member," July 27, 2013, 01:59:27 pm »",«  ,0.07,0.107,0.823,-0.8013,-0.012130779848171179
597102,597104,hello Broken- I am one of the 85 who viewed your post and to be honest i was overwhelmed for you and just did not know how to respond. My heart goes out to you. If you want please PM me. ,Posts: 16,flaconvert,member," July 27, 2013, 02:33:27 pm »",« Reply #1 ,0.179,0.069,0.752,0.4588,0.09999999999999998
597102,597120,"Hi Broken, I am touched by your story. You are dealing with so much right now and I wish I could find the magic words to alleviate some of your pains. I am mad at the way the obgyn treated you. You ought to have been given all the support you need especially from the medical team. I can only send you a virtual hug and warm thoughts. Karry",Posts: 344,karry,member," July 27, 2013, 04:12:32 pm »",« Reply #2 ,0.138,0.121,0.742,0.0772,0.04508928571428571
597102,597147,"I definitely understand that my story is so gut wrenching that it is hard to even begin to imagine what to say, I really do, I don't know what to say myself. This is a nightmare I could never even begin to conjure up in the depths of my own mind. It's a long weekend waiting for all the inevitable phone calls and doctor visits that will start next week. Since I found out all the on Friday, I'm basically sitting around my house alternately crying and sleeping and haunting the internet. My sister's baby shower was today too, and it was something I'd been looking forward to for months. She only knows about me losing my baby, not about the HIV, we're going to wait til after she has her baby in a few weeks. My mom is understandably devastated too, and having to carry on as best she can. I'm the oldest and I'm used to being everyone's rock in times of crisis. This time, it's me that's dealing the horrific blow, and I find myself trying to comfort my friends and family and assure them I'm okay. My husband is here and he's going through hell too, but he has managed to escape into World of Warcraft and I'm letting him do that. He's of course waiting for his opportunity to be tested too and we are looking at information online about where might be the best place to live with good close resources for folks with HIV. The other issue of course, is that I'm still carrying my baby and waiting for the dreaded miscarriage pains and anguish to start. Will it be a day, a week, I don't know. I can't face going back to work right now, the type of work I do would cause me untold pain on a daily basis, and triggers that might just push me over some kind of dark edge. I just need to hear others voices out there, stories of hope and happiness. Just knowing there are actually others out there who care that some poor woman in Texas is going through this and they might have just a small word for me. Thanks for the two responses, I appreciate it.",Posts: 18,Brokenbuthere,member," July 27, 2013, 07:08:25 pm »",« Reply #3 ,0.114,0.096,0.79,0.8126,0.12057078723745392
597102,597229,"Bronkenbuthere,I was going to ask where you lived, but then I saw Texas.  You may want to go the Living with part and ask if anyone in TX could recommend an AIDS dr.  Also you might want to look for an AIDS Service Organization.  Another place you can look, (and this is going to sound strange but I did it) a local college, 2 or 4 year, that has an LGBT club may have someone in the club may know of a dr. or at least help point you in the right direction.What part of TX. do you live in?  I have family in TX.,",Posts: 379,klassykitty,member," July 28, 2013, 09:55:43 am »",« Reply #4 ,0.165,0.02,0.815,0.9451,0.07867965367965368
597102,597265,"I live a little Northwest of Houston, almost absorbed by Houston, (think Willowbrook area but a little farther out) and I have connected with some resources in Houston in the past 24 hours, and have started making plans for Monday. I have private insurance and have two doctors recommended by HIV+ friends that I am going to be contacting on Monday morning. So, there's a few things going on there, and I'm sure with time I'll be able to utilize those support sources. I'm still in the grief, shock, and denial stage and needing to seek testing for my husband, treatment regarding my baby (I still haven't miscarried), and dealing with my employer and seeing about a leave. The type of work I do, I don't think I will ever be able to do it again now, I just cannot face it. I imagine walking in the door there and I know I would turn around and run screaming out of the door... Overwhelmed doesn't eve begin to describe it. I have Generalized Anxiety Disorder, and I keep having to fight off panic attacks. I managed to go to the grocery store today but had some very bad moments where I thought I'd have to run out of there too. But I didn't, I made it. Long road ahead, and I can post more tomorrow if anyone wants.",Posts: 18,Brokenbuthere,member," July 28, 2013, 04:41:33 pm »",« Reply #5 ,0.059,0.145,0.796,-0.971,0.0034242424242424295
597102,597304,"My family is in Vider, Jasper and Buna (i'm pretty sure that is spelled wrong.)   it's my grandmas brothers and sis's, I haven't been there for 40 years.  I have driven through TX several times in the past 12 years but never stopped.post all you want we will listen, keep in mind though that there's ladies from all over the world so sometimes it may take awhile for someone to get back.I can't say that I have been through a similar situation like you, well not the baby part. But the HIV part, in that way everyone on here has 1 thing in common.Have you checked out any of the other sections like the living with, or the off topic section?  If you want or need a good laugh read the off topic section, sometimes it's a hoot what is posted on there.  There's also lots of stories of hope and happiness on them.Well it's time to study for my Psych. test. something else that is hoot sometimes, the test not the class that part is dry and mostly boring. Michelle ",Posts: 379,klassykitty,member," July 28, 2013, 10:38:44 pm »",« Reply #6 ,0.178,0.015,0.808,0.9841,0.042361111111111106
